Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Jamaica,JAM,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",IQ.WEF.PORT.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.209722586,5.052641177,5.273314061,5.337473551,5.3,5.1,5.1,4.9,4.65090092,4.7,4.9
Jamaica,JAM,"Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)",IQ.WEF.CUST.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.818181818,2.931463768,3.38061889,3.789734167,3.7,3.5,3.4,3.6,3.598039214,3.6,4
Jamaica,JAM,Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,80,80,80,80,80,80,100,80,80,80,80,80,80
Jamaica,JAM,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100),IQ.SCI.PRDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,93.33333,90,90,83.33333,83.33333,83.33333,83.33333,86.66667,86.66666667,76.66666667,73.3334,73.3333,73.3333
Jamaica,JAM,Statistical Capacity score (Overall average),IQ.SCI.OVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.66666667,77.77777778,76.66666667,76.66666667,71.11111111,71.11111111,74.44444444,81.11111111,78.88888889,78.88888889,78.88888889,77.7778,77.77776667,71.1111
Jamaica,JAM,Methodology assessment of statistical capacity (scale 0 - 100),IQ.SCI.MTHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,50,50,60,60,70,70,80,80,80,60
Jamaica,JAM,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Trademark applications, total",IP.TMK.TOTL,,,,,,,,,,,,,,736,832,607,630,661,586,571,,,872,671,636,718,637,820,762,946,693,1014,863,1044,1256,1502,1537,1883,2005,1694,1775,1979,1517,1369,1468,1655,1804,1711,1804,1818,2134,2373,2258,2147,2298,2867,2491,
Jamaica,JAM,"Trademark applications, resident, by count",IP.TMK.RSCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2825,2341,1801,1810,3120,2742,
Jamaica,JAM,"Trademark applications, direct resident",IP.TMK.RESD,,,,,,,,,,,,,,95,88,150,89,72,177,92,,,202,200,250,202,152,205,227,176,173,277,186,301,325,303,445,568,581,374,320,378,386,359,412,583,679,593,660,827,973,1119,948,760,865,1395,1154,
Jamaica,JAM,"Trademark applications, direct nonresident",IP.TMK.NRES,,,,,,,,,,,,,,641,744,457,541,589,409,479,,,670,471,386,516,485,615,535,770,520,737,677,743,931,1199,1092,1315,1424,1320,1455,1601,1131,1010,1056,1072,1125,1118,1144,991,1161,1254,1310,1387,1433,1472,1337,
Jamaica,JAM,"Trademark applications, nonresident, by count",IP.TMK.NRCT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360,1982,2444,2743,3383,2607,
Jamaica,JAM,"Patent applications, residents",IP.PAT.RESD,,,,77,,114,,,,,,,7,4,2,2,6,9,10,6,,,,15,10,,,3,,,4,4,6,9,6,7,2,9,,,11,4,15,9,11,10,21,6,15,17,14,20,25,22,33,7,19,
Jamaica,JAM,"Patent applications, nonresidents",IP.PAT.NRES,,,,21,,13,,,,,,,145,153,117,90,98,53,74,67,,,,93,93,,,101,,,77,39,59,64,60,54,77,61,,,90,72,54,41,61,59,132,157,121,110,142,93,82,97,122,63,59,
Jamaica,JAM,"Net official flows from UN agencies, UNICEF (current US$)",DT.NFL.UNCF.CD,,,,,,,,,,,,40000,20000,20000,40000,130000,,,100000,190000,180000,20000,20000,250000,60000,110000,230000,290000,390000,560000,690000,1080000,1020000,1900000,2100000,1850000,1380000,1220000,980000,930000,800000,750000,580000,680000,870000,1090000,760000,600000,560000,1090000,810000,1090000,780000,700000,1070000,1170000,880000,
Jamaica,JAM,"Net official flows from UN agencies, UNAIDS (current US$)",DT.NFL.UNAI.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,490000,290000,1040000,600000,190000,430000,720000,570000,830000,510000,660000,500000,
Jamaica,JAM,"Net financial flows, RDB nonconcessional (NFL, current US$)",DT.NFL.RDBN.CD,,,,,,,,,,,0,27000,353000,1030000,794000,2575000,690000,2874000,1272000,825000,1508000,3404000,5339000,15546000,11097000,31938000,29054000,38514000,10903000,28989000,30465000,28144000,27300000,27436000,-419000,12866000,7199000,19496000,22484000,43017000,88820000,-8996000,92233000,-22946000,1913000,-35032000,-34696000,-32105000,73844000,81555000,559751000,38850000,-39787000,4401000,136605000,141052000,136507000,
Jamaica,JAM,"Net financial flows, RDB concessional (NFL, current US$)",DT.NFL.RDBC.CD,,,,,,,,,,,0,4215000,4855000,3489000,4603000,3383000,4960000,8235000,7954000,7827000,14248000,17324000,15379000,8551000,4548000,1368000,2609000,4657000,6277000,2621000,-1084000,-4695000,-4735000,-5222000,-5521000,-5855000,-4992000,-5366000,-5531000,-5486000,-5546000,-5503000,-5464000,-5412000,-5436000,-5430000,-5433000,-5374000,-5489000,-4804000,-4373000,-4070000,-3764000,-3310000,-2600000,-2017000,163000,
Jamaica,JAM,"PPG, private creditors (NFL, current US$)",DT.NFL.PRVT.CD,,,,,,,,,,,-2985000,2542000,30331000,103004000,144573000,138770000,46114000,-12665000,-8577000,-13476000,-33867000,-3262000,19815000,65704000,45665000,50475000,-12025000,3915000,-14585000,-1240000,-37681000,-56974000,-11457000,2030000,-40878000,-21226000,29401000,-26736000,241640000,-57036000,506342000,749855000,70716000,-135132000,701424000,641889000,492759000,399764000,228496000,-362887000,84943000,225400000,-344254000,-96991000,539180000,1513114000,-166064000,
Jamaica,JAM,"PPG, other private creditors (NFL, current US$)",DT.NFL.PROP.CD,,,,,,,,,,,0,224000,2176000,16255000,2374000,3405000,60213000,-4017000,-2239000,22253000,-13379000,-6450000,-340000,98962000,25298000,38248000,-1971000,14599000,-10639000,7704000,-36538000,-62242000,-1697000,-30940000,-55735000,-3555000,4836000,-14645000,4789000,7832000,-10948000,3625000,5155000,-3826000,-14050000,-8000000,-8967000,6605000,-7806000,3100000,4440000,-6025000,-7632000,-6582000,-5848000,-2706000,-1045000,
Jamaica,JAM,"PNG, commercial banks and other creditors (NFL, current US$)",DT.NFL.PNGC.CD,,,,,,,,,,,1100000,3100000,-2400000,12500000,54400000,13300000,-456600000,53400000,-415000000,-25000000,15000000,-40000000,25000000,25000000,-5000000,-3800000,-2300000,-6000000,-7100000,-8946000,-8307000,-5847000,0,400000,-5200000,50000000,-5000000,65000000,-8867000,-12964000,-8551000,-8551000,-8552000,-8551000,21448000,-1551000,-8552000,-22428000,-8552000,-8551000,-8552000,35609000,17343000,-119000,751109000,-36168000,7110000,
Jamaica,JAM,"PNG, bonds (NFL, current US$)",DT.NFL.PNGB.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55000000,0,0,0,0,0,-55000000,0,0,0,0,300000000,430000000,1400000000,0,1085000000,1075000000,0,1300000000,1000000000,0,-1575000000,0,
Jamaica,JAM,"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,,,,,,,,,,,-340000,10278000,19679000,125087000,200126000,156134000,-401425000,44021000,-407349000,-28812000,-10269000,-42083000,52219000,90744000,44853000,46675000,-14231000,-2085000,-21685000,-10186000,-45988000,-62821000,-11457000,2430000,-58578000,16274000,-28092000,38264000,-17227000,-5007000,-42513000,-77430000,-7834000,32484000,81634000,21540000,34207000,-18997000,7740000,-26516000,144507000,4924000,-24419000,-49491000,728738000,-81614000,-70110000,
Jamaica,JAM,"PPG, commercial banks (NFL, current US$)",DT.NFL.PCBK.CD,,,,,,,,,,,-1440000,6954000,19903000,96332000,143352000,139429000,-5038000,-5362000,9890000,-26065000,-11890000,4367000,27559000,-33218000,24555000,12227000,-9960000,-10684000,-3946000,-8944000,-1143000,5268000,-9760000,32970000,2357000,-30171000,-27928000,-12091000,-13149000,125000,-23014000,-72504000,-4437000,44861000,74236000,31091000,51726000,-3174000,24098000,-21065000,148619000,-24660000,-34130000,-42790000,-16523000,-42740000,-76175000,
Jamaica,JAM,"PPG, bonds (NFL, current US$)",DT.NFL.PBND.CD,,,,,,,,,,,-1545000,-4636000,8252000,-9583000,-1153000,-4064000,-9061000,-3286000,-16228000,-9664000,-8598000,-1179000,-7404000,-40000,-4188000,0,-94000,0,0,0,0,0,0,0,12500000,12500000,52493000,0,250000000,-64993000,540304000,818734000,69998000,-176167000,641238000,618798000,450000000,396333000,212204000,-344922000,-68116000,256085000,-302492000,-47619000,561551000,1558560000,-88844000,
Jamaica,JAM,"PPG, official creditors (NFL, current US$)",DT.NFL.OFFT.CD,,,,,,,,,,,11621000,24790000,11473000,37490000,33475000,42285000,194050000,40348000,110274000,110543000,280529000,340714000,396135000,305951000,281770000,249685000,-20760000,108216000,85913000,93387000,52614000,204476000,-54420000,-32127000,-132193000,-63434000,-174043000,-238206000,-124806000,-109568000,37071000,-107673000,60723000,-112199000,-84677000,-141836000,-9601000,34644000,13065000,96929000,863487000,218835000,-9548000,156301000,120068000,180192000,51462000,
Jamaica,JAM,"IFC, private nonguaranteed (NFL, current US$)",DT.NFL.NIFC.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28250500,10082100,8127600,-1853600,-23208704.1,38528827.59,-4019251.5,1404312.42,-5969251.5,17973591.31,49171950.75,21094860.75,-8100337,-12615434,-14539855,-10587902,
Jamaica,JAM,"EBRD, private nonguaranteed (NFL, current US$)",DT.NFL.NEBR.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jamaica,JAM,"Net financial flows, others (NFL, current US$)",DT.NFL.MOTH.CD,,,,,,,,,,,0,0,0,0,0,88000,13434000,6170000,2792000,12547000,17198000,22556000,9506000,9810000,4535000,4306000,3474000,5100000,-1108000,6958000,6062000,-5080000,-8872000,4866000,5547000,13707000,1880000,-18537000,-2380000,4604000,12106000,3300000,58000,8860000,43162000,10441000,8680000,3085000,34720000,33912000,98764000,51693000,2811000,11473000,7487000,-21895000,-30099000,
Jamaica,JAM,"PPG, multilateral concessional (NFL, current US$)",DT.NFL.MLTC.CD,,,,,,,,,,,0,4215000,4855000,3489000,4603000,3383000,4960000,8235000,10866000,21777000,33206000,28236000,23418000,14492000,6193000,539000,2637000,5306000,4950000,8418000,1178000,-6149000,-10336000,-7440000,-10345000,-1003000,-299000,-15014000,-5265000,-8611000,6702000,-10805000,6120000,18445000,5173000,17137000,3232000,13876000,35189000,43709000,59326000,34769000,9824000,24583000,15648000,-15843000,-22467000,
Jamaica,JAM,"Net financial flows, multilateral (NFL, current US$)",DT.NFL.MLAT.CD,,,,,,,,,,,6042000,8125000,6347000,6321000,6539000,12331000,33680000,26721000,56043000,35635000,82732000,78834000,140260000,80373000,51260000,94525000,28116000,70819000,18247000,36551000,9013000,-920000,-37392000,31059000,-54172000,-3130000,-35092000,-50118000,-26023000,30869000,132478000,28311000,126715000,-50907000,-1076000,-52014000,-56775000,-63311000,69085000,181778000,834705000,176664000,-50313000,132495000,118453000,190993000,90109000,
Jamaica,JAM,"Net financial flows, IDA (NFL, current US$)",DT.NFL.MIDA.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jamaica,JAM,"Net financial flows, IBRD (NFL, current US$)",DT.NFL.MIBR.CD,,,,,,,,,,,6042000,3883000,1139000,1802000,1142000,6285000,14596000,9442000,44025000,14436000,49778000,35550000,110036000,46466000,31080000,56913000,-7021000,22548000,2175000,-2017000,-26430000,-19289000,-51085000,3979000,-53779000,-23848000,-39179000,-45711000,-40596000,-11266000,37098000,39510000,39888000,-31409000,-40715000,-21993000,-25326000,-28917000,-33990000,71115000,180563000,90191000,-9573000,119931000,-23039000,73853000,-16462000,
Jamaica,JAM,"Net financial flows, IMF nonconcessional (NFL, current US$)",DT.NFL.IMFN.CD,,,,,,,,,,,3600000,-3761000,14386000,15799000,0,0,64320000,22417000,62683000,165098000,-19000000,181500000,131100000,75530000,43400000,-10470000,-89941000,-99793000,-160591000,-85914000,-55674000,31340000,-19648000,-21644000,-38023000,-84854000,-71827000,-34556000,-16920000,-18973000,-19070000,-18406000,-18721000,-15984000,-7997000,-861000,0,0,0,0,778073000,50299000,0,2158000,-126277000,24702000,112555000,
Jamaica,JAM,"Net financial flows, IMF concessional (NFL, current US$)",DT.NFL.IMFC.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jamaica,JAM,"Net official flows from UN agencies, ILO (current US$)",DT.NFL.ILOG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90000,120000,120000,380000,80000,
Jamaica,JAM,"Net official flows from UN agencies, IFAD (current US$)",DT.NFL.IFAD.CD,,,,,,,,,,,,,,,,,,,,,,,,40000,1700000,960000,3000000,2550000,330000,310000,230000,-740000,-680000,-590000,-900000,-830000,-360000,-570000,-1050000,-740000,-710000,,-700000,-70000,-70000,-70000,-70000,-70000,-40000,,,,,,,,,
Jamaica,JAM,"Net official flows from UN agencies, IAEA (current US$)",DT.NFL.IAEA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180000,210000,180000,200000,300000,190000,100000,230000,140000,90000,260000,
Jamaica,JAM,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,0.046274873,,,,,,,,,,0.100520307,0.097051259,0.084164333,0.060198082,0.156861572,0.077402342,0.077144372,0.058321681,0.066145428,0.070261304,0.026229519,0.027706531,0.031424637,0.016628907,0.006929702,0.022823563,0.086782983,0.628153223,0.018974075,0.048189314,0.022499639,0.05389622,0.009485094,0.009740941,0.009436064,0.071313399,0.042478629,0.084161426,0.058434809,0.063912943,0.052680124,0.088407769,0.117177031,0.050929473,0.05552335,0.530571634,0.094895726,0.534695625,0.1310686,0.200775011,0.045592986,0.057485764,0.076835443,0.072453166,0.093435322,0.076496251,0.128776377,
Jamaica,JAM,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,0.323924109,0.33269962,0.448631673,0.266311585,0.248491303,0.237449118,0.217864924,0.200918485,0.130548303,0.094546178,0.248825835,0.200033429,0.174550933,0.15094669,0.153762808,0.178470227,0.142717089,0.057278152,0.073359446,0.043514103,0.049148517,0.066142551,0.035262207,0.030915714,0.056029179,0.085785117,0.078527764,0.072351455,0.083968907,0.134820558,0.078841851,0.120819649,0.042093326,0.104181736,0.224492879,0.029190279,0.065712998,0.049581268,0.170986833,0.206444758,0.198879425,0.239947558,0.295312441,0.334841105,0.453211931,0.403074459,0.576987894,0.500939029,0.37297738,0.557176988,0.552516729,0.491035304,0.643866381,0.719143796,0.767667173,1.009852577,1.133933349,
Jamaica,JAM,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,,,,,,,,,,,0.003617208,0.011502371,0.023087881,,0.007372921,0.013078327,0.006535843,0.010087448,0.010668617,0.010279708,0.001612818,0.005228929,0.029831683,0.47107429,0.000507051,0.002098718,0.017439149,0.007048798,0.005312741,0.002354705,0.004556611,0.012785743,0.000487108,0.018446,0.150781995,0.000915418,0.003032545,0.013517224,0.003280152,0.002708841,0.004592772,0.008322726,0.041044515,0.193093679,0.043436648,0.017509352,0.04604553,0.00376834,0.008339923,0.011406019,0.01200211,0.068720852,0.010864526,0.005809366,0.009131054,0.01176485,0.016545457,
Jamaica,JAM,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,3.979639056,4.372623574,4.082548228,3.861517976,7.738729144,10.24423338,8.092125739,7.548794489,6.083550914,6.924942096,6.88468912,8.491985184,9.446545824,11.19955213,19.8841276,19.48163563,18.74372532,20.01627905,20.86019539,22.10536401,22.06547703,17.03544195,18.73639654,19.09115608,14.83556323,20.10922081,16.23677617,14.08584788,12.4353329,13.08443918,16.67963551,11.73802719,14.03655698,9.46027847,9.770087007,7.047309223,8.209800745,10.13715849,10.02037831,11.50833705,15.0572968,14.80801944,17.10971839,15.44595549,19.55011115,18.65536943,21.23858771,21.40638923,21.71190123,24.12337067,26.33290555,30.53493169,29.46522063,28.28865476,22.71320232,19.98250043,18.41671392,
Jamaica,JAM,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),TM.VAL.MRCH.R2.ZS,,,,,,,,,,,0.002094173,0.002516144,0.001309951,,0.010364831,0.002846983,0.01403599,0.013102087,0.022759717,0.013173995,0.002207015,0.00740199,0.002099803,0.00242017,0.001267628,0.000699573,0.013001969,0.023901096,0.024562803,0.078471917,0.026034562,0.036668302,0.005930475,0.034939301,0.430370067,0.920627695,0.471348231,0.48889057,0.76293083,0.934820758,0.820394548,0.671385345,0.47417415,0.614579414,0.603971791,0.406496915,0.423091846,0.314852877,0.603005463,0.409045776,0.389431604,0.373600381,0.725132194,0.759136254,0.843051459,0.469867971,0.354426219,
Jamaica,JAM,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,,,,,0.070997515,,0.373482726,,,,0.188285196,0.171816674,0.219416744,0.12521201,0.249717638,0.374734096,0.540010607,0.200241635,0.27677442,0.223458892,0.240225048,0.223893216,0.409027125,0.361776311,0.280990981,0.245637508,0.429271353,0.615513999,0.809330553,1.155612604,0.759386228,0.782898011,1.185242367,1.235365392,2.081854361,1.468083293,1.329617942,1.573756182,2.465699442,2.460766033,2.354450773,2.778998786,2.899644982,3.346068563,3.803902609,4.308894843,4.782914816,4.828856598,4.797704899,6.083908929,5.995533,5.651440479,6.317057197,7.080674433,8.420720012,10.04721115,9.45999872,
Jamaica,JAM,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,0.370198982,0.33269962,0.448631673,0.266311585,0.319488818,0.237449118,0.59134765,0.200918485,0.130548303,0.094546178,0.543342719,0.482919877,0.502529842,0.336356782,0.578079771,0.646531975,0.780443902,0.339031002,0.449707629,0.360688002,0.319422917,0.330373216,0.507645455,0.882815391,0.345724543,0.35704448,0.625023218,1.346968571,0.94214908,1.419449098,0.89131889,1.007067924,1.24323837,1.40267337,2.896935366,2.490130084,1.912190346,2.209906671,3.461332066,3.668653333,3.430997641,3.787062184,3.82735312,4.539512235,4.96004633,5.666547203,5.923935812,6.183112469,5.913096265,7.262312723,6.995076429,6.64228278,7.773755741,8.637217015,10.13400502,11.61519279,11.09368012,
Jamaica,JAM,Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,92.64229523,91.92015209,91.79004038,92.23257878,88.03691871,86.16010855,87.67507003,86.56716418,88.06788512,88.06931275,89.86039481,88.11823,87.35881187,83.91100918,75.51410098,76.08881518,73.35861954,67.6373806,72.48431459,63.20124075,57.35640399,64.01397007,65.5176159,63.52656175,69.174233,68.6722545,78.63786834,81.17225561,83.39112952,81.29531781,78.27210556,82.46320254,80.33149883,84.44202115,83.23222635,86.47040603,85.6586861,83.64521525,83.27209537,81.11322949,78.25672345,78.15725587,77.0273486,77.87947168,72.85418025,73.67891983,71.17221005,70.82464054,71.5074062,66.05441201,64.71113465,61.63392844,60.88097774,61.22205217,65.05806356,66.00591331,69.93649257,
Jamaica,JAM,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,217000000,211359000,222883000,225519000,289320000,289058000,327188000,348920000,384415000,435961000,525407000,552086000,637500000,676636000,935860000,1123550000,912764000,859804000,904490000,993311000,1095000000,1473000000,1381000000,1494000000,1146000000,1111000000,972000000,1238000000,1440000000,1852000000,1928000000,1823000000,1676000000,2132000000,2224000000,2818000000,2965000000,3132000000,3035000000,2899000000,3326000000,3360000000,3533000000,3638620000,3940000000,4739442000,5650427000,6893000000,8465405000,5064256000,5225227000,6439425000,6331064000,6216155000,5835517000,4993030000,4767089000,5670000000
Jamaica,JAM,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,,,,,,,,,,,0.004949864,0.356034342,0.022924137,,0.007907191,0.013701104,0.005678683,0.01344993,0.011684676,0.011177935,0.001697704,0.005228929,0.029831683,0.47029359,0.000929594,0.003672757,0.02682946,0.021794559,0.046710723,0.033896801,0.013789146,0.012804989,0.000487108,0.01857582,0.150781995,0.009421806,0.003255298,0.013994705,0.006412901,0.017152265,0.011791695,0.017738313,0.048380424,0.211805077,0.06088462,0.026689751,0.052879647,0.011691173,0.021844836,0.033629249,0.029637721,0.046659955,0.034670001,0.039592168,0.105437549,0.096400108,0.083950261,
